1.000000000000000048e-04 5.091772816222682740e-01 7.916555467649237510e-02
1.151395399326446927e-04 5.018496698598922112e-01 7.379750037070245683e-02
1.325711365590109543e-04 4.945745340463617024e-01 6.888929949600661184e-02
1.526417967175233259e-04 4.875228187938407398e-01 6.458393136495986508e-02
1.757510624854791170e-04 4.807121237531004621e-01 6.079249135535101656e-02
2.023589647725157589e-04 4.740567012227721588e-01 5.729601026658712876e-02
2.329951810515371805e-04 4.675685849901001223e-01 5.413459078459310209e-02
2.682695795279724476e-04 4.612534206700789619e-01 5.135397279780620772e-02
3.088843596477481527e-04 4.551329586012081152e-01 4.883349679151714751e-02
3.556480306223128661e-04 4.492183834155272226e-01 4.648953727875566183e-02
4.094915062380427508e-04 4.435463283610689422e-01 4.414711339476462548e-02
4.714866363457394672e-04 4.381122926006365548e-01 4.178657065441718221e-02
5.428675439323859403e-04 4.327514991049956072e-01 3.965839961475201708e-02
6.250551925273975734e-04 4.274598897417202226e-01 3.771296466707743655e-02
7.196856730011521675e-04 4.221620454240913034e-01 3.594536996178232524e-02
8.286427728546842068e-04 4.169988188584659028e-01 3.423150841652428111e-02
9.540954763499943534e-04 4.120674757458040460e-01 3.243556600354317865e-02
1.098541141987558400e-03 4.072839513592570460e-01 3.080408359331427912e-02
1.264855216855295715e-03 4.026388726257003059e-01 2.932485474076973464e-02
1.456348477501244378e-03 3.981405045371430584e-01 2.790190649596348271e-02
1.676832936811008387e-03 3.937524651255330244e-01 2.650990408800484033e-02
1.930697728883249645e-03 3.893590161203007161e-01 2.504898658759189753e-02
2.222996482526195736e-03 3.850631744616042074e-01 2.362833168365734149e-02
2.559547922699535825e-03 3.809007913054734407e-01 2.221850257195836717e-02
2.947051702551809708e-03 3.770080965357998637e-01 2.101143674643660142e-02
3.393221771895329857e-03 3.734165662115483397e-01 2.000461792202202008e-02
3.906939937054616958e-03 3.702388651748966808e-01 1.924589640809319657e-02
4.498432668969444201e-03 3.674707962435030395e-01 1.872754861115825606e-02
5.179474679231212825e-03 3.651543709566169027e-01 1.849667385424182131e-02
5.963623316594642357e-03 3.631644660679942405e-01 1.852313426204290139e-02
6.866488450042998112e-03 3.613697329632591937e-01 1.884686786303893524e-02
7.906043210907700777e-03 3.599985884698498895e-01 1.894759135143099169e-02
9.102981779915217050e-03 3.590937855869292261e-01 1.862420008020821555e-02
1.048113134154685273e-02 3.587383657692194139e-01 1.838933416076928354e-02
1.206792640639328847e-02 3.590838675258292145e-01 1.810842150202576772e-02
1.389495494373137359e-02 3.605971263979507735e-01 1.727846413265952605e-02
1.599858719606057217e-02 3.632358100335745243e-01 1.646851468942652982e-02
1.842069969326716461e-02 3.670854593027473856e-01 1.607590996233181080e-02
2.120950887920190417e-02 3.719259437208161101e-01 1.564933722400820362e-02
2.442053094548649744e-02 3.777111457805737982e-01 1.493452592184791455e-02
2.811768697974230749e-02 3.844916535152652637e-01 1.415730696398895955e-02
3.237457542817643447e-02 3.921073994677974905e-01 1.351712821358325330e-02
3.727593720314938130e-02 4.001482596222533661e-01 1.301846949084805444e-02
4.291934260128778267e-02 4.082787446409962273e-01 1.250681217077120357e-02
4.941713361323833015e-02 4.163302650034106378e-01 1.184699784968673390e-02
5.689866029018292998e-02 4.230950094590615329e-01 1.194891530270234675e-02
6.551285568595509312e-02 4.282442244594691916e-01 1.200795544004866315e-02
7.543120063354614990e-02 4.318306707906224839e-01 1.167129204486152746e-02
8.685113737513520948e-02 4.338128774948742938e-01 1.137921200278562035e-02
1.000000000000000056e-01 4.333629500000000245e-01 1.142205927296057952e-02
1.163265306122449050e-01 4.319854048377612665e-01 1.186810995140672592e-02
1.326530612244898044e-01 4.282018388324707603e-01 1.185308202596499320e-02
1.489795918367347038e-01 4.218097916223478294e-01 1.164441685487899864e-02
1.653061224489796033e-01 4.121920075337880407e-01 1.152898116787217167e-02
1.816326530612245027e-01 4.011729322850488000e-01 1.199592104148921971e-02
1.979591836734694021e-01 3.881920050023857649e-01 1.235297173645639665e-02
2.142857142857143016e-01 3.746110031864225420e-01 1.231830164869357133e-02
2.306122448979592010e-01 3.599051318315605874e-01 1.184557152524235400e-02
2.469387755102041004e-01 3.440020547264790451e-01 1.121825444520186364e-02
2.632653061224490276e-01 3.271252872232493503e-01 1.065073119380046708e-02
2.795918367346938993e-01 3.102239205264454847e-01 1.025899698482179469e-02
2.959183673469387710e-01 2.924400641576166415e-01 9.842133598727825436e-03
3.122448979591836982e-01 2.746771419636072631e-01 1.037543665308320734e-02
3.285714285714286254e-01 2.579208516735705392e-01 1.132196327225507872e-02
3.448979591836734970e-01 2.392713041855997202e-01 9.706181968344242822e-03
3.612244897959183687e-01 2.200942895644345532e-01 1.088058989779359248e-02
3.775510204081632404e-01 2.015352169703905072e-01 1.147618085254958030e-02
3.938775510204082231e-01 1.834778690223543285e-01 1.243506896536910114e-02
4.102040816326530948e-01 1.665215033712220405e-01 1.196507375293896780e-02
4.265306122448979664e-01 1.500708105276261917e-01 1.252551497739448627e-02
4.428571428571428381e-01 1.335042960430444514e-01 1.520917078076000975e-02
4.591836734693878208e-01 1.207215482096496983e-01 1.590959814892967464e-02
4.755102040816326925e-01 1.080260917482173538e-01 1.553631936069132559e-02
4.918367346938775642e-01 9.472548541323846938e-02 1.519063342865388695e-02
5.081632653061224358e-01 8.094667899419712154e-02 1.582852538281763824e-02
5.244897959183674185e-01 6.941026401027031167e-02 1.521944184007802646e-02
5.408163265306122902e-01 5.930041595975332064e-02 1.503097080754000302e-02
5.571428571428571619e-01 4.907678969758672710e-02 1.525354296439180614e-02
5.734693877551020336e-01 4.086042706797585189e-02 1.521854809216812571e-02
5.897959183673470163e-01 3.536451685924833083e-02 1.541250960967785640e-02
6.061224489795918879e-01 2.937774651292302322e-02 1.492224573979315447e-02
6.224489795918367596e-01 2.483769891597548476e-02 1.420870934691557778e-02
6.387755102040816313e-01 1.964669379999844923e-02 1.375236258345650942e-02
6.551020408163265030e-01 1.600648495888330053e-02 1.352795817211750219e-02
6.714285714285714857e-01 1.371824458342043099e-02 1.417405976351782983e-02
6.877551020408163573e-01 1.137234890484222112e-02 1.299612576350017527e-02
7.040816326530612290e-01 9.773630232330304465e-03 1.279353067078748546e-02
7.204081632653062117e-01 7.501140602779903140e-03 1.282082811316204857e-02
7.367346938775510834e-01 6.386503919608849111e-03 1.367938696443783166e-02
7.530612244897959551e-01 5.150940857924307670e-03 1.260427596906943566e-02
7.693877551020408267e-01 3.601692683394015077e-03 1.197341369650416383e-02
7.857142857142856984e-01 2.210276236893728759e-03 1.205791082848095379e-02
8.020408163265306811e-01 1.559251545478106691e-03 1.051003276106219318e-02
8.183673469387755528e-01 8.465323511627092547e-04 9.696491188922193652e-03
8.346938775510204245e-01 3.378756927483065947e-04 8.721503560001611297e-03
8.510204081632654072e-01 4.341769438769502301e-05 7.867103569669024049e-03
8.673469387755102789e-01 -3.583154109628419639e-05 6.812644339057771087e-03
8.836734693877551505e-01 -1.249919176342527058e-04 5.929764783898339164e-03
9.000000000000000222e-01 -1.930248019052008528e-04 6.042746812240025120e-03
