# x, sbar, sbar_err, ubar, ubar_err, dbar, dbar_err, gluon, gluon_err, d, d_err, u_err, s, s_err, c, c_err
1.000000000000000048e-04 4.359400748127145730e-01 1.987885495391763235e-01 5.067987518397338853e-01 5.124127680190377482e-02 4.977631335721693362e-01 7.810041648432516914e-02 1.436073027852281747e+00 1.410829786450314760e+00 5.091772816222682740e-01 7.916555467649237510e-02 5.219220537334201548e-01 5.101195446701856789e-02 4.334959492027843364e-01 1.985667276252919278e-01 4.771872799509512659e-04 4.466875115423658144e-02
1.151395399326446927e-04 4.263410681293022808e-01 1.913370155673360107e-01 4.995934197801784049e-01 4.795290366933818715e-02 4.897914260669028463e-01 7.271489693667942955e-02 1.364958626022871213e+00 1.322403944448146795e+00 5.018496698598922112e-01 7.379750037070245683e-02 5.156526241489136630e-01 4.776331717737190841e-02 4.238576148114755471e-01 1.911808403566152004e-01 1.818340220980690664e-03 3.706292112553351975e-02
1.325711365590109543e-04 4.170261674659069828e-01 1.839806288398284639e-01 4.927370133474432978e-01 4.507664891223533282e-02 4.818250884600102091e-01 6.777349807741993304e-02 1.308744557998403835e+00 1.246856327363375705e+00 4.945745340463617024e-01 6.888929949600661184e-02 5.098046427678676329e-01 4.494062937806012764e-02 4.145047586436171883e-01 1.838948897105848468e-01 2.466762124912417597e-03 3.203622901132840983e-02
1.526417967175233259e-04 4.079103672573080597e-01 1.768110859473048524e-01 4.858450664184125745e-01 4.254037186435637163e-02 4.740383797424769230e-01 6.342673165958724601e-02 1.266716265313918344e+00 1.181035820270940784e+00 4.875228187938407398e-01 6.458393136495986508e-02 5.039964919810068222e-01 4.246806411747052618e-02 4.053556376060338251e-01 1.767980206356746520e-01 2.827670534293055121e-03 2.889565926110801777e-02
1.757510624854791170e-04 3.989833988918851659e-01 1.698059977928489950e-01 4.788827893399035807e-01 4.020147293170975994e-02 4.664499299129633569e-01 5.958300262045144319e-02 1.238632415751813820e+00 1.124100495485785611e+00 4.807121237531004621e-01 6.079249135535101656e-02 4.981942223092373778e-01 4.019966515326047624e-02 3.964004300138998516e-01 1.698647869879708616e-01 2.947214288367163131e-03 2.700067069083167404e-02
2.023589647725157589e-04 3.901775769615442591e-01 1.629018428118806927e-01 4.718756719793233967e-01 3.799634611606899498e-02 4.589833118062938144e-01 5.604760528664341074e-02 1.223304323506445579e+00 1.082280689395135109e+00 4.740567012227721588e-01 5.729601026658712876e-02 4.924262174091713629e-01 3.804123406478818192e-02 3.875721383588853208e-01 1.630343734164645675e-01 3.052610477871958456e-03 2.440384034941695673e-02
2.329951810515371805e-04 3.814881822735329275e-01 1.561248996030261682e-01 4.648523336635698722e-01 3.601891928895885331e-02 4.516512086844224894e-01 5.285850028384469351e-02 1.221403075342442968e+00 1.049932598530862737e+00 4.675685849901001223e-01 5.413459078459310209e-02 4.867224007181961132e-01 3.608221262589485223e-02 3.788666383060967924e-01 1.563327196355623061e-01 3.117513843622057336e-03 2.174955990188290680e-02
2.682695795279724476e-04 3.728874063226307323e-01 1.494951786652647108e-01 4.578730531130874581e-01 3.439870700737103493e-02 4.444716150280402234e-01 5.005113323466332115e-02 1.234246661261282352e+00 1.018495848476023369e+00 4.612534206700789619e-01 5.135397279780620772e-02 4.811526626320515310e-01 3.443978609923611933e-02 3.702574150638528461e-01 1.497847302764466759e-01 3.134215535360041112e-03 1.983590954110798013e-02
3.088843596477481527e-04 3.643940902333109855e-01 1.430365028767308644e-01 4.509348043934499062e-01 3.301679292827554291e-02 4.374296106689383179e-01 4.751499987622998661e-02 1.261118092261666934e+00 9.820269772796574870e-01 4.551329586012081152e-01 4.883349679151714751e-02 4.756877643230396635e-01 3.300710437515452095e-02 3.617642671056362502e-01 1.434031646642546509e-01 3.108510186971783201e-03 1.843304530230594276e-02
3.556480306223128661e-04 3.560413771259096083e-01 1.367574631842753130e-01 4.440443199611848746e-01 3.178894497967885840e-02 4.305128304070620082e-01 4.516611473293721812e-02 1.301809107355178963e+00 9.380345387151233227e-01 4.492183834155272226e-01 4.648953727875566183e-02 4.703099872413792903e-01 3.170528946213140714e-02 3.534242986252951746e-01 1.371890307789533359e-01 3.023972057787322441e-03 1.732841804521743564e-02
