1.000000000000000056e-01 4.333629500000000245e-01 1.142205927296057952e-02
1.163265306122449050e-01 4.319854048377612665e-01 1.186810995140672592e-02
1.326530612244898044e-01 4.282018388324707603e-01 1.185308202596499320e-02
1.489795918367347038e-01 4.218097916223478294e-01 1.164441685487899864e-02
1.653061224489796033e-01 4.121920075337880407e-01 1.152898116787217167e-02
1.816326530612245027e-01 4.011729322850488000e-01 1.199592104148921971e-02
1.979591836734694021e-01 3.881920050023857649e-01 1.235297173645639665e-02
2.142857142857143016e-01 3.746110031864225420e-01 1.231830164869357133e-02
2.306122448979592010e-01 3.599051318315605874e-01 1.184557152524235400e-02
2.469387755102041004e-01 3.440020547264790451e-01 1.121825444520186364e-02
2.632653061224490276e-01 3.271252872232493503e-01 1.065073119380046708e-02
2.795918367346938993e-01 3.102239205264454847e-01 1.025899698482179469e-02
2.959183673469387710e-01 2.924400641576166415e-01 9.842133598727825436e-03
3.122448979591836982e-01 2.746771419636072631e-01 1.037543665308320734e-02
3.285714285714286254e-01 2.579208516735705392e-01 1.132196327225507872e-02
3.448979591836734970e-01 2.392713041855997202e-01 9.706181968344242822e-03
3.612244897959183687e-01 2.200942895644345532e-01 1.088058989779359248e-02
3.775510204081632404e-01 2.015352169703905072e-01 1.147618085254958030e-02
3.938775510204082231e-01 1.834778690223543285e-01 1.243506896536910114e-02
4.102040816326530948e-01 1.665215033712220405e-01 1.196507375293896780e-02
4.265306122448979664e-01 1.500708105276261917e-01 1.252551497739448627e-02
4.428571428571428381e-01 1.335042960430444514e-01 1.520917078076000975e-02
4.591836734693878208e-01 1.207215482096496983e-01 1.590959814892967464e-02
4.755102040816326925e-01 1.080260917482173538e-01 1.553631936069132559e-02
4.918367346938775642e-01 9.472548541323846938e-02 1.519063342865388695e-02
5.081632653061224358e-01 8.094667899419712154e-02 1.582852538281763824e-02
5.244897959183674185e-01 6.941026401027031167e-02 1.521944184007802646e-02
5.408163265306122902e-01 5.930041595975332064e-02 1.503097080754000302e-02
5.571428571428571619e-01 4.907678969758672710e-02 1.525354296439180614e-02
5.734693877551020336e-01 4.086042706797585189e-02 1.521854809216812571e-02
5.897959183673470163e-01 3.536451685924833083e-02 1.541250960967785640e-02
6.061224489795918879e-01 2.937774651292302322e-02 1.492224573979315447e-02
6.224489795918367596e-01 2.483769891597548476e-02 1.420870934691557778e-02
6.387755102040816313e-01 1.964669379999844923e-02 1.375236258345650942e-02
6.551020408163265030e-01 1.600648495888330053e-02 1.352795817211750219e-02
6.714285714285714857e-01 1.371824458342043099e-02 1.417405976351782983e-02
6.877551020408163573e-01 1.137234890484222112e-02 1.299612576350017527e-02
7.040816326530612290e-01 9.773630232330304465e-03 1.279353067078748546e-02
7.204081632653062117e-01 7.501140602779903140e-03 1.282082811316204857e-02
7.367346938775510834e-01 6.386503919608849111e-03 1.367938696443783166e-02
7.530612244897959551e-01 5.150940857924307670e-03 1.260427596906943566e-02
7.693877551020408267e-01 3.601692683394015077e-03 1.197341369650416383e-02
7.857142857142856984e-01 2.210276236893728759e-03 1.205791082848095379e-02
8.020408163265306811e-01 1.559251545478106691e-03 1.051003276106219318e-02
8.183673469387755528e-01 8.465323511627092547e-04 9.696491188922193652e-03
8.346938775510204245e-01 3.378756927483065947e-04 8.721503560001611297e-03
8.510204081632654072e-01 4.341769438769502301e-05 7.867103569669024049e-03
8.673469387755102789e-01 -3.583154109628419639e-05 6.812644339057771087e-03
8.836734693877551505e-01 -1.249919176342527058e-04 5.929764783898339164e-03
9.000000000000000222e-01 -1.930248019052008528e-04 6.042746812240025120e-03
