1.000000000000000056e-01 4.602117399999999803e-02 9.779521697310451789e-03 1.111706400000000011e-01 8.179965169869038086e-03 1.573932000000000109e-01 1.014231559246146948e-02 1.486650900000000108e+00 6.906649307998630194e-02 4.333629500000000245e-01 1.142205927296057952e-02 6.450658200000000120e-01 9.793002637796645662e-03 5.811938900000000047e-02 1.135948457677850472e-02 1.195304199999999966e-03 6.037528197315490675e-03
1.163265306122449050e-01 3.942477395804350887e-02 8.597488598936026127e-03 9.631597337328927366e-02 6.965397550310508876e-03 1.433649249121687341e-01 8.481243317234056153e-03 1.278363607352488662e+00 5.851715503791719841e-02 4.319854048377612665e-01 1.186810995140672592e-02 6.681633787721220630e-01 1.017643806531060534e-02 5.498144450814458628e-02 9.629446721598575870e-03 1.010899534971207306e-03 5.145507231446976720e-03
1.326530612244898044e-01 3.328912908047675090e-02 7.353330218090444077e-03 8.338664560359232425e-02 6.118297067600263900e-03 1.295400522962832646e-01 7.243514263008420107e-03 1.093272570071426530e+00 6.495189916810374664e-02 4.282018388324707603e-01 1.185308202596499320e-02 6.874414050327382064e-01 1.051611966882545074e-02 5.135997732852693592e-02 9.225240289123470827e-03 1.097352653894629422e-03 5.055917088070817182e-03
1.489795918367347038e-01 2.863095571284317298e-02 6.665202107333106224e-03 7.203485493994034317e-02 5.551827385416897680e-03 1.152544742232293196e-01 6.067835425351424811e-03 9.445472028682869725e-01 6.800362366808562764e-02 4.218097916223478294e-01 1.164441685487899864e-02 7.024060766836944802e-01 1.091152213637827662e-02 4.723050215813651143e-02 8.846513143861974710e-03 1.678606730492365837e-03 5.179296401225694929e-03
1.653061224489796033e-01 2.483575627569225078e-02 5.995471224548147050e-03 6.209452577759019820e-02 4.962987139647203824e-03 1.011855789151688834e-01 5.985629346896574957e-03 8.244352867442255040e-01 6.036562576446031364e-02 4.121920075337880407e-01 1.152898116787217167e-02 7.139294147955075331e-01 1.133628869175182935e-02 4.311203853746148340e-02 8.441498819331736542e-03 2.284077980409629591e-03 5.150763234594859206e-03
1.816326530612245027e-01 2.170692908957032666e-02 5.655695672266800901e-03 5.371508942069232184e-02 4.543103177953506690e-03 8.715178587795263665e-02 6.048640095465555692e-03 7.266001875331934423e-01 4.804631794363146274e-02 4.011729322850488000e-01 1.199592104148921971e-02 7.207131843689202899e-01 1.230426517053745221e-02 3.894380473376195945e-02 8.655830837138740047e-03 2.610410238272599208e-03 4.943903025434586221e-03
1.979591836734694021e-01 1.898480791532573819e-02 4.434780959100406011e-03 4.624481991229831279e-02 4.206659232929604170e-03 7.458677501164867607e-02 5.813092362005962271e-03 6.460934389251358212e-01 5.956328597727415797e-02 3.881920050023857649e-01 1.235297173645639665e-02 7.223708121538943150e-01 1.250032090847500062e-02 3.486831510158874825e-02 8.877602058789275594e-03 2.967414949183228793e-03 4.904595754975780986e-03
2.142857142857143016e-01 1.695823321591360261e-02 3.469831512302461781e-03 4.009459034116432535e-02 3.987682791304650483e-03 6.249873547602553120e-02 5.934263570124668347e-03 5.754064633997411082e-01 5.481677133626022824e-02 3.746110031864225420e-01 1.231830164869357133e-02 7.189764487567673612e-01 1.251781872499279843e-02 3.069355929448877585e-02 9.246090313310376119e-03 3.265868387940330363e-03 4.908035171917084563e-03
2.306122448979592010e-01 1.548757243205519177e-02 3.091673368091698692e-03 3.440335061992415289e-02 3.727169143264499451e-03 5.181022996671015568e-02 6.203143677695365475e-03 5.137991377127972825e-01 5.361156055870076875e-02 3.599051318315605874e-01 1.184557152524235400e-02 7.117412524307588084e-01 1.229772223944200320e-02 2.650617824238633846e-02 9.284838420715521567e-03 3.536738512125343209e-03 4.936859069713762579e-03
2.469387755102041004e-01 1.433010380039563374e-02 3.566130690184089388e-03 2.969381220895894735e-02 3.816188278520973951e-03 4.197209834064773853e-02 6.324876696238434202e-03 4.552507567815178291e-01 5.065601192147932419e-02 3.440020547264790451e-01 1.121825444520186364e-02 7.013582295319235049e-01 1.194003310693880424e-02 2.240256390271565257e-02 8.949419548762920645e-03 3.837899969176820913e-03 4.971917106999092055e-03
2.632653061224490276e-01 1.324416138142683191e-02 4.509383362223045449e-03 2.561524157497386753e-02 3.639102757811946837e-03 3.334547108629661721e-02 6.389725451675682712e-03 3.996382053409509028e-01 4.755273215299854472e-02 3.271252872232493503e-01 1.065073119380046708e-02 6.881045284550147967e-01 1.155866526993589057e-02 1.859721874914666007e-02 8.246200233160297030e-03 4.111820182104665954e-03 4.998624135573791899e-03
2.795918367346938993e-01 1.225172070807768916e-02 5.634363331159562317e-03 2.208906558513888674e-02 3.630724365966011072e-03 2.572917981391273021e-02 6.174116090313300567e-03 3.411444192178936241e-01 4.570775803372454510e-02 3.102239205264454847e-01 1.025899698482179469e-02 6.714215205856344237e-01 1.105528830905571497e-02 1.529095779162716572e-02 7.193589407121427949e-03 4.361592170167226737e-03 5.058001219672858366e-03
